date,windspeed_10,windspeed_30,windspeed_50,hd_10,hd_30,hd_50,temperature,pressure,humidity,Target,season
2019-06-01 09:00:00,2.112,2.047,2.288,197.555,204.566,7.951,23.01,885.173,15.197,0.450654,Summer
2019-06-01 09:15:00,2.926,2.863,2.914,225.153,227.771,8.463,23.553,885.124,14.884,0.585762,Summer
2019-06-01 09:30:00,2.863,2.441,2.951,224.182,221.12,8.729,23.651,885.204,15.069,1.930161,Summer
2019-06-01 09:45:00,2.429,1.984,2.747,256.538,256.721,12.194,24.591,885.366,14.44,14.365527,Summer
2019-06-01 10:00:00,3.257,3.028,2.874,252.89,245.633,10.172,24.692,885.362,14.196,16.684805,Summer
2019-06-01 10:15:00,2.571,2.582,2.67,250.206,241.24,9.913,25.068,885.32,14.042,20.090261,Summer
2019-06-01 10:30:00,3.946,4.354,4.736,273.479,274.847,14.901,25.204,885.246,14.081,22.497532,Summer
2019-06-01 10:45:00,3.742,3.538,3.92,259.931,259.943,12.085,25.598,885.158,13.721,23.16112,Summer
2019-06-01 11:00:00,3.996,4.43,4.762,283.22,281.007,17.087,26.212,885.045,12.996,29.523754,Summer
2019-06-01 11:15:00,3.767,3.614,3.996,271.026,277.527,17.016,26.985,884.956,12.181,33.728416,Summer
2019-06-01 11:30:00,3.436,3.614,4.2,286.855,284.26,16.57,27.278,884.863,11.772,45.39589,Summer
2019-06-01 11:45:00,6.496,6.827,6.98,294.137,288.702,19.094,27.146,884.63,11.37,50.146896,Summer
2019-06-01 12:00:00,6.827,7.26,7.006,283.608,281.577,17.504,27.475,884.492,10.673,57.458897,Summer
2019-06-01 12:15:00,5.934,6.342,6.648,289.581,286.308,17.737,28.198,884.454,10.131,82.63909,Summer
2019-06-01 12:30:00,7.108,7.414,7.694,271.652,270.196,14.574,27.736,884.368,10.067,76.88414,Summer
2019-06-01 12:45:00,6.292,6.444,6.674,284.62,281.819,17.413,28.083,884.35,9.279,81.33106,Summer
2019-06-01 13:00:00,5.424,5.081,5.68,257.61,249.051,13.426,28.318,884.292,9.111,95.087166,Summer
2019-06-01 13:15:00,6.623,7.133,7.21,314.313,312.611,23.658,28.816,884.168,8.186,104.920105,Summer
2019-06-01 13:30:00,7.26,7.668,7.872,279.123,280.844,17.798,28.672,884.013,8.775,109.01327,Summer
2019-06-01 13:45:00,6.292,6.598,6.572,293.687,294.571,21.567,28.934,883.976,8.476,104.10624,Summer
2019-06-01 14:00:00,6.546,6.954,7.108,305.956,292.069,23.112,29.07,883.814,8.073,99.9766,Summer
2019-06-01 14:15:00,4.583,4.991,5.578,288.823,286.621,18.815,28.836,883.783,7.935,102.70811,Summer
2019-06-01 14:30:00,7.108,7.668,8.382,292.616,288.586,18.786,29.116,883.601,7.288,101.61385,Summer
2019-06-01 14:45:00,8.408,8.994,9.046,291.761,290.748,19.293,29.611,883.304,7.122,96.67298,Summer
2019-06-01 15:00:00,8.816,9.504,9.734,300.495,300.886,20.585,29.619,883.185,6.605,98.615166,Summer
2019-06-01 15:15:00,7.439,7.643,7.872,293.679,292.43,19.752,29.639,883.134,6.299,97.8439,Summer
2019-06-01 15:30:00,9.071,9.53,9.326,305.816,299.383,20.356,29.873,882.998,6.217,98.45733,Summer
2019-06-01 15:45:00,6.266,6.394,6.164,302.913,301.617,20.825,29.798,883.021,5.77,96.70528,Summer
2019-06-01 16:00:00,6.852,7.516,7.745,279.595,277.875,16.541,30.01,882.908,5.183,98.334236,Summer
2019-06-01 16:15:00,7.056,7.745,7.694,302.576,297.402,20.872,31.241,882.779,4.472,100.96948,Summer
2019-06-01 16:30:00,5.093,5.424,5.756,281.675,281.944,18.637,30.971,882.694,5.066,119.35225,Summer
2019-06-01 16:45:00,7.668,7.745,8.408,306.306,303.092,20.879,31.469,882.51,4.988,119.63102,Summer
2019-06-01 17:00:00,6.419,6.776,7.286,281.707,281.664,16.804,31.469,882.362,5.614,131.92802,Summer
2019-06-01 17:15:00,9.352,10.193,10.27,273.647,274.038,14.803,31.384,882.229,4.838,129.27652,Summer
2019-06-01 17:30:00,8.178,8.638,9.198,287.96,288.408,18.866,31.137,882.293,4.765,127.17737,Summer
2019-06-01 17:45:00,8.867,9.708,10.55,273.243,274.332,15.814,31.364,882.145,5.314,131.70752,Summer
2019-06-01 18:00:00,8.076,8.688,8.969,277.866,277.79,15.696,31.356,882.153,5.708,126.22263,Summer
2019-06-01 18:15:00,8.536,9.25,9.556,303.354,302.505,22.713,31.567,882.04,5.334,117.30187,Summer
2019-06-01 18:30:00,10.244,11.213,12.08,282.927,284.576,18.777,31.132,881.843,5.716,105.00892,Summer
2019-06-01 18:45:00,9.122,10.014,10.397,279.123,280.02,17.767,30.878,881.859,5.901,103.59674,Summer
2019-06-01 19:00:00,6.674,7.133,7.694,274.651,274.491,16.82,30.756,881.901,6.032,108.63358,Summer
2019-06-01 19:15:00,7.516,7.822,8.0,298.259,300.165,21.088,30.878,881.874,5.932,112.26737,Summer
2019-06-01 19:30:00,6.572,7.108,7.286,288.181,289.054,19.362,30.76,881.918,6.288,111.494125,Summer
2019-06-01 19:45:00,8.332,8.816,9.02,286.612,286.066,18.712,30.328,881.839,6.56,67.961395,Summer
2019-06-01 20:00:00,5.322,5.68,5.832,278.277,276.847,17.582,30.079,881.965,7.029,65.40586,Summer
2019-06-01 20:15:00,6.138,6.47,6.802,273.417,272.646,16.463,29.639,881.907,7.496,88.73151,Summer
2019-06-01 20:30:00,6.24,7.184,7.439,278.574,278.328,17.41,29.416,881.899,8.081,108.88567,Summer
2019-06-01 20:45:00,7.668,8.255,8.51,285.078,285.011,19.153,29.041,881.89,8.45,122.61603,Summer
2019-06-01 21:00:00,7.337,8.23,8.842,274.689,273.531,16.267,28.603,881.972,8.5,135.27647,Summer
2019-06-01 21:15:00,6.725,7.974,8.663,272.477,272.616,16.014,28.05,882.016,9.054,121.61816,Summer
2019-06-01 21:30:00,5.476,6.776,7.694,272.116,273.411,16.118,27.584,882.105,9.225,112.047,Summer
2019-06-01 21:45:00,6.802,7.668,8.434,263.35,264.796,12.365,27.668,882.098,9.325,102.737495,Summer
2019-06-01 22:00:00,5.858,6.572,7.337,260.316,264.302,13.013,27.133,882.151,9.673,86.326614,Summer
2019-06-01 22:15:00,5.17,6.138,6.47,252.286,255.767,11.837,26.796,882.191,9.854,81.98579,Summer
2019-06-01 22:30:00,5.22,6.036,6.75,252.745,255.811,11.863,26.331,882.262,10.106,88.58375,Summer
2019-06-01 22:45:00,5.476,6.496,7.362,253.322,255.085,11.783,26.248,882.364,10.194,101.93314,Summer
2019-06-01 23:00:00,5.654,6.674,7.388,255.442,259.25,12.664,26.049,882.364,10.411,106.68117,Summer
2019-06-01 23:15:00,6.138,6.929,7.668,251.859,258.157,11.95,25.966,882.326,10.709,94.84011,Summer
2019-06-01 23:30:00,6.164,6.827,6.954,250.199,254.69,12.128,26.037,882.318,10.802,85.02273,Summer
2019-06-01 23:45:00,5.628,6.7,7.158,253.881,260.63,12.24,25.476,882.324,11.212,78.98476,Summer
2019-06-02 00:00:00,5.348,6.19,6.776,255.653,263.063,13.956,25.291,882.269,11.272,71.50381,Summer
2019-06-02 00:15:00,4.914,5.424,6.138,255.188,263.166,14.54,25.054,882.262,11.466,70.03513,Summer
2019-06-02 00:30:00,4.506,5.17,6.266,259.73,271.738,16.897,24.624,882.24,11.761,56.956745,Summer
2019-06-02 00:45:00,4.404,5.042,5.68,257.818,266.276,15.602,24.586,882.153,11.854,34.014133,Summer
2019-06-02 01:00:00,2.62,2.228,2.594,64.175,45.998,37.647,23.278,882.222,12.699,18.258043,Summer
2019-06-02 01:15:00,2.492,1.906,1.854,87.024,66.517,5.134,23.045,882.122,12.86,4.339009,Summer
2019-06-02 01:30:00,3.716,2.008,1.523,137.755,121.557,5.828,22.064,881.918,13.589,0.978497,Summer
2019-06-02 01:45:00,4.889,4.991,4.354,149.154,139.926,7.551,20.708,881.768,14.569,1.854023,Summer
2019-06-02 02:00:00,3.69,4.558,4.608,166.027,161.33,7.021,19.977,881.629,15.024,2.701158,Summer
2019-06-02 02:15:00,3.69,3.64,3.053,165.079,157.735,6.617,20.089,881.473,15.278,1.46561,Summer
2019-06-02 02:30:00,3.436,3.588,3.13,169.984,165.004,6.48,19.571,881.185,16.004,1.668768,Summer
2019-06-02 02:45:00,4.481,5.322,5.016,182.043,175.458,6.755,20.514,881.13,15.209,1.22141,Summer
2019-06-02 03:00:00,2.926,3.792,3.971,181.027,185.034,6.938,20.693,881.101,15.157,1.522522,Summer
2019-06-02 03:15:00,3.078,4.2,4.506,185.673,183.174,6.927,20.521,881.034,15.425,3.757326,Summer
2019-06-02 03:30:00,2.314,3.13,3.742,155.53,162.79,6.699,19.72,880.957,16.357,3.821705,Summer
2019-06-02 03:45:00,4.073,4.812,5.093,156.244,175.524,6.739,19.214,880.841,17.066,3.375065,Summer
2019-06-02 04:00:00,3.436,2.9,4.022,126.103,147.506,6.93,18.3,880.968,18.197,2.835717,Summer
2019-06-02 04:15:00,4.608,4.889,4.481,127.574,140.57,6.431,17.697,880.948,18.805,2.654891,Summer
2019-06-02 04:30:00,5.272,6.088,5.322,129.379,135.281,7.037,17.013,880.904,20.265,3.826064,Summer
2019-06-02 04:45:00,5.195,6.572,6.98,131.005,132.026,6.89,17.022,880.939,20.374,8.44797,Summer
2019-06-02 05:00:00,4.252,5.501,5.934,132.162,132.247,7.548,16.781,880.995,20.844,12.124808,Summer
2019-06-02 05:15:00,5.22,6.852,8.178,126.574,119.9,7.166,16.78,880.966,21.014,26.898111,Summer
2019-06-02 05:30:00,4.226,4.481,5.756,142.787,136.697,6.725,17.596,880.957,19.897,64.08918,Summer
2019-06-02 05:45:00,4.506,6.342,7.49,135.462,132.149,6.548,17.366,880.992,20.085,118.27612,Summer
2019-06-02 06:00:00,4.736,5.807,7.21,131.928,128.333,6.473,17.81,881.234,19.319,144.9435,Summer
2019-06-02 06:15:00,4.481,6.24,7.77,122.56,122.78,6.284,17.961,881.507,19.165,127.82816,Summer
2019-06-02 06:30:00,3.13,4.277,5.424,130.665,138.947,7.104,18.592,881.757,18.408,107.111,Summer
2019-06-02 06:45:00,1.492,2.416,3.69,120.9,135.467,6.642,18.878,882.151,18.08,61.36329,Summer
2019-06-02 07:00:00,1.309,2.928,4.2,159.435,144.58,6.576,20.081,882.67,16.545,46.363148,Summer
2019-06-02 07:15:00,3.946,4.787,5.272,171.466,169.416,6.462,21.672,883.085,14.671,32.632965,Summer
2019-06-02 07:30:00,4.124,4.634,5.068,176.085,175.346,6.667,22.505,883.557,14.228,17.60647,Summer
2019-06-02 07:45:00,2.874,2.874,3.486,127.243,128.616,6.45,22.591,883.75,14.152,10.801656,Summer
2019-06-02 08:00:00,3.894,3.563,3.282,145.809,152.364,6.411,22.942,883.597,14.11,3.787708,Summer
2019-06-02 08:15:00,3.512,3.512,3.563,109.251,112.956,6.239,22.904,883.53,14.101,8.118543,Summer
2019-06-02 08:30:00,3.486,3.894,4.022,124.851,126.32,6.497,23.428,883.513,13.502,18.178263,Summer
2019-06-02 08:45:00,4.66,4.71,4.66,123.234,125.346,6.555,23.558,883.639,13.648,22.470554,Summer
2019-06-02 09:00:00,3.818,3.971,4.226,147.809,148.005,6.653,24.095,883.765,13.273,16.2018,Summer
2019-06-02 09:15:00,3.359,3.155,3.742,149.252,148.111,6.66,25.44,883.909,12.279,10.787051,Summer
2019-06-02 09:30:00,2.123,2.339,3.155,169.794,169.002,6.458,25.314,884.297,12.504,8.126376,Summer
2019-06-02 09:45:00,2.123,2.314,3.002,182.515,186.906,6.852,25.438,884.332,12.175,5.465104,Summer
2019-06-02 10:00:00,0.738,0.337,0.896,328.946,13.213,5.004,26.172,884.277,11.576,25.154114,Summer
2019-06-02 10:15:00,1.326,0.729,1.392,112.433,339.737,38.75,26.094,884.171,12.282,37.843956,Summer
2019-06-02 10:30:00,5.322,4.966,4.94,256.688,255.046,11.354,26.239,884.12,13.498,26.668259,Summer
2019-06-02 10:45:00,4.634,4.94,5.526,282.185,282.008,16.55,26.516,883.978,13.578,12.042246,Summer
2019-06-02 11:00:00,1.594,1.822,2.9,266.662,260.948,17.374,26.656,883.858,13.455,8.272066,Summer
2019-06-02 11:15:00,3.18,3.384,3.818,217.759,213.16,7.631,27.125,883.721,13.709,15.395572,Summer
2019-06-02 11:30:00,2.824,2.976,3.436,206.662,204.37,7.093,27.591,883.564,13.7,25.208431,Summer
2019-06-02 11:45:00,5.195,5.322,5.297,248.162,241.598,10.301,27.811,883.347,13.596,41.832943,Summer
2019-06-02 12:00:00,5.884,5.934,5.297,232.562,231.941,9.041,27.947,883.094,13.496,51.31865,Summer
2019-06-02 12:15:00,6.598,7.031,7.108,225.807,227.348,9.139,28.482,882.91,12.905,51.33206,Summer
2019-06-02 12:30:00,6.546,6.546,6.648,218.943,218.386,7.796,28.432,882.812,12.621,42.932762,Summer
2019-06-02 12:45:00,6.598,6.954,7.133,284.646,277.712,15.558,28.905,882.579,11.73,51.671574,Summer
2019-06-02 13:00:00,7.72,7.949,8.0,262.467,261.323,12.268,29.436,882.32,11.531,67.49029,Summer
2019-06-02 13:15:00,5.068,5.322,5.603,299.153,294.864,21.315,29.282,882.202,11.378,55.937325,Summer
2019-06-02 13:30:00,6.113,6.317,6.852,280.474,278.979,18.097,29.984,882.032,11.347,60.184437,Summer
2019-06-02 13:45:00,3.588,3.92,4.022,292.045,288.621,19.855,29.699,882.016,11.589,89.65404,Summer
2019-06-02 14:00:00,9.912,10.856,11.162,276.517,275.918,16.105,29.587,881.615,11.517,92.81545,Summer
2019-06-02 14:15:00,6.623,6.802,7.72,290.348,290.185,19.175,30.273,881.573,10.921,95.03557,Summer
2019-06-02 14:30:00,8.484,9.224,9.683,282.445,279.669,17.337,30.342,881.449,9.843,90.893845,Summer
2019-06-02 14:45:00,6.648,7.056,7.439,267.511,263.073,12.902,30.613,881.303,9.829,91.33592,Summer
2019-06-02 15:00:00,8.74,9.3,9.76,267.145,267.587,13.694,30.136,881.205,9.804,91.947655,Summer
2019-06-02 15:15:00,8.688,9.683,10.04,276.613,272.286,15.35,30.324,881.117,9.577,90.846375,Summer
2019-06-02 15:30:00,7.694,7.898,8.102,308.209,308.885,22.917,30.291,881.108,10.169,92.50454,Summer
2019-06-02 15:45:00,9.352,10.346,10.78,276.075,274.149,15.697,30.718,880.779,8.869,91.43939,Summer
2019-06-02 16:00:00,9.81,10.576,11.086,279.678,279.83,16.408,31.191,880.642,7.874,90.33574,Summer
2019-06-02 16:15:00,9.556,9.606,9.556,258.165,257.371,11.852,31.399,880.557,7.77,89.87502,Summer
2019-06-02 16:30:00,8.051,8.867,9.326,272.444,271.741,14.609,31.444,880.436,7.836,90.218155,Summer
2019-06-02 16:45:00,9.3,9.912,10.066,291.423,291.91,19.403,31.79,880.154,7.892,91.695724,Summer
2019-06-02 17:00:00,9.454,10.193,10.576,280.208,278.046,16.417,31.783,879.902,7.119,89.70914,Summer
2019-06-02 17:15:00,8.638,8.994,9.556,272.044,272.928,15.449,31.695,879.842,7.658,92.34259,Summer
2019-06-02 17:30:00,8.382,8.944,9.275,296.667,295.595,20.543,32.36,879.693,5.76,90.880585,Summer
2019-06-02 17:45:00,10.091,10.984,11.111,285.97,284.163,18.038,32.232,879.399,5.644,93.559875,Summer
2019-06-02 18:00:00,8.102,8.612,9.122,277.234,279.69,17.355,31.861,879.467,5.335,93.77459,Summer
2019-06-02 18:15:00,8.714,9.708,10.116,285.402,281.2,18.511,32.028,879.319,5.39,95.26449,Summer
2019-06-02 18:30:00,9.632,10.422,10.728,276.752,277.081,16.805,31.251,879.243,5.693,98.931656,Summer
2019-06-02 18:45:00,7.541,8.153,8.434,281.761,277.915,16.939,31.135,879.226,5.462,103.075806,Summer
2019-06-02 19:00:00,9.632,10.83,11.315,291.044,291.142,19.433,30.466,879.015,5.795,106.99527,Summer
2019-06-02 19:15:00,10.55,11.596,11.876,293.094,290.371,19.739,30.517,878.886,5.57,108.992004,Summer
2019-06-02 19:30:00,8.714,9.454,9.632,291.661,290.597,19.653,30.548,879.082,5.608,105.14646,Summer
2019-06-02 19:45:00,8.28,8.74,8.918,290.018,291.545,19.633,30.335,879.274,5.822,102.97764,Summer
2019-06-02 20:00:00,9.504,10.372,10.754,296.96,296.077,20.41,29.878,879.199,6.524,101.83765,Summer
2019-06-02 20:15:00,8.892,10.116,10.499,295.993,295.958,20.414,29.277,879.385,6.808,100.21422,Summer
2019-06-02 20:30:00,9.224,10.32,10.474,296.158,294.058,20.094,28.823,879.354,7.946,100.71879,Summer
2019-06-02 20:45:00,7.21,8.026,8.23,296.992,296.436,20.449,28.554,879.527,8.196,99.92448,Summer
2019-06-02 21:00:00,7.031,7.77,8.204,298.488,297.933,20.843,28.39,879.529,8.389,87.59069,Summer
2019-06-02 21:15:00,5.424,6.19,6.904,293.816,293.281,20.603,27.963,879.645,8.55,57.806206,Summer
2019-06-02 21:30:00,5.144,6.47,7.235,292.721,295.928,20.694,27.694,879.536,8.734,59.23135,Summer
2019-06-02 21:45:00,5.526,6.24,5.884,292.356,296.018,20.618,27.3,879.711,9.194,95.58524,Summer
2019-06-02 22:00:00,5.578,6.419,6.827,289.646,288.458,20.589,26.877,879.829,11.737,105.35176,Summer
2019-06-02 22:15:00,5.348,5.424,5.526,292.517,291.615,20.795,26.413,879.986,13.363,83.06756,Summer
2019-06-02 22:30:00,4.379,4.889,4.558,289.834,293.114,21.128,26.177,880.054,13.885,61.043884,Summer
2019-06-02 22:45:00,3.257,4.022,4.583,288.95,289.453,20.58,25.764,880.103,14.316,63.69691,Summer
2019-06-02 23:00:00,3.971,4.991,5.17,287.647,287.951,20.364,25.364,879.906,14.788,61.76302,Summer
2019-06-02 23:15:00,4.762,5.832,5.424,286.045,290.497,21.078,25.467,879.784,14.821,52.57607,Summer
2019-06-02 23:30:00,4.354,5.118,5.501,268.405,276.732,18.428,25.522,879.74,14.847,29.64763,Summer
2019-06-02 23:45:00,3.206,3.538,4.048,266.08,274.077,18.02,25.719,879.603,14.713,19.174662,Summer
2019-06-03 00:00:00,0.977,2.077,2.492,216.373,253.732,11.589,24.591,879.709,15.496,9.313685,Summer
2019-06-03 00:15:00,2.288,3.41,3.232,142.647,115.975,6.243,22.351,879.64,17.074,7.348324,Summer
2019-06-03 00:30:00,4.864,5.016,4.66,144.45,141.066,7.191,23.132,879.487,16.548,5.311567,Summer
2019-06-03 00:45:00,1.028,2.772,2.849,146.588,141.194,6.511,22.698,879.596,16.712,1.950963,Summer
2019-06-03 01:00:00,3.512,3.665,4.022,139.782,136.272,6.665,22.421,879.366,17.062,1.837109,Summer
2019-06-03 01:15:00,3.18,3.971,3.486,147.931,152.728,6.804,21.986,879.474,17.361,0.966645,Summer
2019-06-03 01:30:00,3.359,2.926,3.18,137.509,144.063,6.834,21.388,879.33,18.013,1.009054,Summer
2019-06-03 01:45:00,4.43,5.17,5.118,120.294,128.044,6.602,20.513,879.261,18.437,2.461382,Summer
2019-06-03 02:00:00,3.155,3.359,4.277,167.351,147.388,6.805,20.614,879.124,18.464,0.997318,Summer
2019-06-03 02:15:00,2.033,2.033,2.441,173.942,188.17,6.829,20.224,879.208,18.814,1.63669,Summer
2019-06-03 02:30:00,3.308,3.818,4.022,140.331,143.842,6.856,20.428,879.08,18.988,9.161827,Summer
2019-06-03 02:45:00,2.696,4.991,5.628,162.854,143.571,6.789,20.228,878.908,19.152,25.639524,Summer
2019-06-03 03:00:00,1.854,1.694,4.889,112.335,150.525,6.646,18.96,878.819,20.728,34.048843,Summer
2019-06-03 03:15:00,2.951,3.767,4.252,140.821,149.46,6.613,19.091,878.866,20.39,34.344246,Summer
2019-06-03 03:30:00,3.18,4.787,5.909,166.866,154.632,6.568,20.122,878.946,19.112,18.688639,Summer
2019-06-03 03:45:00,0.646,0.785,2.008,175.737,173.147,6.49,18.648,879.026,21.385,11.819571,Summer
2019-06-03 04:00:00,5.246,6.598,6.088,158.726,158.497,6.391,19.703,878.853,21.468,14.406724,Summer
2019-06-03 04:15:00,3.512,4.379,4.736,172.067,159.103,6.528,20.754,878.984,20.235,14.7682,Summer
2019-06-03 04:30:00,3.742,4.914,4.634,167.345,163.514,6.306,19.759,879.208,21.499,16.89706,Summer
2019-06-03 04:45:00,2.926,3.716,4.506,165.01,161.93,6.326,19.997,879.438,21.348,23.46976,Summer
2019-06-03 05:00:00,3.461,4.532,4.634,173.843,160.119,6.477,21.025,879.569,20.371,32.388096,Summer
2019-06-03 05:15:00,3.13,3.844,4.456,180.162,163.467,6.293,21.076,879.687,20.423,26.275192,Summer
2019-06-03 05:30:00,4.048,5.246,5.578,174.627,162.673,6.457,21.148,879.826,20.636,60.72061,Summer
2019-06-03 05:45:00,5.628,7.133,8.459,147.149,146.8,6.792,21.94,879.818,20.174,69.91159,Summer
2019-06-03 06:00:00,5.348,5.934,6.266,151.647,150.371,6.555,22.358,880.19,19.624,55.65601,Summer
2019-06-03 06:15:00,4.226,4.685,6.011,148.436,148.073,6.572,22.376,880.549,19.53,72.616135,Summer
2019-06-03 06:30:00,4.812,4.812,4.94,155.155,157.709,6.423,22.172,880.773,19.722,100.38156,Summer
2019-06-03 06:45:00,4.864,5.374,5.628,165.24,165.287,6.259,22.161,880.888,19.586,106.37591,Summer
2019-06-03 07:00:00,7.26,7.031,6.546,151.948,153.544,6.424,22.769,880.371,20.594,80.78686,Summer
2019-06-03 07:15:00,7.414,8.306,9.096,146.473,142.998,6.727,22.594,880.631,20.578,50.296307,Summer
2019-06-03 07:30:00,8.178,8.765,8.255,153.65,158.316,6.389,23.133,880.568,20.456,26.371672,Summer
2019-06-03 07:45:00,3.665,4.226,4.634,163.714,168.348,6.471,23.455,880.915,21.385,21.717443,Summer
2019-06-03 08:00:00,3.232,3.461,3.665,162.132,164.187,6.428,23.825,881.07,21.696,11.011657,Summer
2019-06-03 08:15:00,3.512,3.742,3.869,191.31,193.135,6.844,23.916,881.156,21.618,6.198758,Summer
2019-06-03 08:30:00,2.747,3.257,3.69,189.56,187.653,6.721,24.382,881.436,21.493,7.959257,Summer
2019-06-03 08:45:00,3.13,3.18,3.64,214.453,214.825,8.231,24.295,881.708,21.433,18.081717,Summer
2019-06-03 09:00:00,3.002,3.028,3.155,220.443,218.691,9.392,24.49,881.81,21.048,27.740335,Summer
2019-06-03 09:15:00,6.164,6.444,6.546,336.092,332.337,39.881,24.721,882.014,19.191,17.307915,Summer
2019-06-03 09:30:00,5.093,5.118,5.476,58.675,54.11,18.369,23.802,881.974,19.4,8.266534,Summer
2019-06-03 09:45:00,2.033,1.931,2.11,43.075,46.23,2.682,23.948,882.169,19.565,1.598434,Summer
2019-06-03 10:00:00,3.13,3.002,3.13,213.481,209.455,189.928,24.059,882.459,19.36,6.970592,Summer
2019-06-03 10:15:00,2.466,2.594,2.798,311.399,322.175,56.042,24.333,882.546,19.87,6.986091,Summer
2019-06-03 10:30:00,4.608,4.864,4.812,339.29,337.82,58.108,24.422,882.606,20.309,16.724693,Summer
2019-06-03 10:45:00,8.178,8.663,8.944,345.889,342.741,72.662,24.167,882.834,21.617,67.28778,Summer
2019-06-03 11:00:00,3.806,3.908,4.418,310.256,301.367,28.722,23.631,882.992,23.375,25.104078,Summer
2019-06-03 11:15:00,1.629,2.033,2.696,283.142,276.179,17.263,23.804,882.954,24.048,9.354568,Summer
2019-06-03 11:30:00,3.69,4.061,4.66,210.192,214.036,8.199,23.544,882.592,25.051,5.689009,Summer
